id,batch_id,niche,filename,status,created_at,quality_score,platform,title,tags,description,upload_date,reviewed_at,mockup_created_at,listed_at,sold_at,last_updated_at,pipeline_stage,sales_count,revenue,actual_revenue,actual_sales_count,first_sale_date,last_sale_date,total_orders,platform_fees_estimate,estimated_profit,notes,parent_product_id,product_type,idea,image_path,mockup_paths
11,,rolled_posters,build-big-lego-minifigure-poster-rolled-poster-toy-room-wall-art,uploaded,2026-05-16T05:21:09,0,etsy,"Build Big Lego Minifigure Poster | Rolled Poster, Toy Room Wall Art",rolled_posters|kids_poster|toy_building|lego_style|playroom_art|nursery_decor|build_big_poster|children_room|colorful_poster|stacked_blocks|gift_for_kids|birthday_poster|playroom_wall,"Bright, playful rolled posters that turn a kid-like imagination into wall-ready art. The design features bold, cheerful block shapes, a waving figure and a friendly dog beneath the uplifting headline. Choose archival fine art paper for a textured, painterly look that holds color over time, or pick matte or semi-glossy photo paper for a cleaner, contemporary finish. Available in horizontal and vertical orientations and multiple sizes, these rolled posters arrive ready to frame or pin — built to sit in playrooms, studios, classrooms, or anywhere creative thinking belongs.

Product features
- Giclée print for vivid, fade-resistant color
- Three paper options: Fine Art (textured archival), Matte (lightweight, low-reflective), Semi-Glossy (satin finish)
- Multiple sizes with horizontal and vertical orientations
- Paper weights ranging ~180–285 g/m² depending on supplier and paper type
- Rolled packaging; sourced blanks from USA (JONDO) and Japan (Printify Choice)

Care instructions
- If the print does gather any dust, you may wipe it off gently with a clean, dry cloth.",,,,,,2026-05-16T05:21:09,published,0,0,0,0,,,0,0,0,Imported from Etsy export,,original,"Build Big Lego Minifigure Poster | Rolled Poster, Toy Room Wall Art",build-big-lego-minifigure-poster-rolled-poster-toy-room-wall-art.png,
12,,jewelry_case,strawberry-basket-jewelry-travel-case-compact-organizer-ring-roll-earring-compartments,uploaded,2026-05-16T05:21:09,0,etsy,"Strawberry Basket Jewelry Travel Case | Compact Organizer, Ring Roll & Earring Compartments",jewelry_case|travel_case|travel_jewelry|compact_jewelry|strawberry_case|cute_jewelry|gift_for_her|portable_jewelry|small_jewelry_box|travel_organizer|earring_holder|ring_organizer|cosmetic_pouch,"Soft, compact, and quietly stylish — this jewelry travel case is made to slip into a purse or carry-on and keep treasured pieces safe. The plush interior cradles rings and pendants while divided compartments and necklace hooks stop tangles before they start. A sturdy square zip-around keeps everything contained, and the smooth PU leather exterior with UV-printed artwork adds a gentle, personal touch. Carry it on weekend escapes or tuck it into daily bags so your favorite jewelry is always ready to wear.

Product features
- Travel-size 4"" x 4"" x 2"" — fits easily in bags
- Plush protective lining to prevent scratches
- Organized interior: 4 compartments, ring rolls, and necklace hooks
- Durable square zip-around zipper closure for secure storage
- PU leather exterior with soft fabric interior and UV-printed decoration

Care instructions
- Clean by wiping with a soft, damp cloth.",,,,,,2026-05-16T05:21:09,published,0,0,0,0,,,0,0,0,Imported from Etsy export,,original,"Strawberry Basket Jewelry Travel Case | Compact Organizer, Ring Roll & Earring Compartments",strawberry-basket-jewelry-travel-case-compact-organizer-ring-roll-earring-compartments.png,
13,,jewelry_case,sleeping-moon-cat-jewelry-travel-case-compact-pink-necklace-ring-organizer,uploaded,2026-05-16T05:21:09,0,etsy,Sleeping Moon Cat Jewelry Travel Case | Compact Pink Necklace Ring Organizer,jewelry_case|travel_jewelry|travel_case|compact_jewelry|cute_jewelry|moon_jewelry|gift_for_her|travel_organizer|ring_holder|earring_case|portable_jewelry|small_jewelry_box|travel_accessory,"A compact, softly-lined travel jewelry case designed to keep delicate pieces safe and organized on the go. The small square PU leather exterior closes with a secure zip-around zipper and opens to reveal a plush interior with ring rolls, necklace hooks, four divided compartments and a little elastic pocket for extra bits. Its travel-friendly 4"" x 4"" x 2"" footprint slips easily into purses, carry-ons, or weekend bags. The exterior art is applied with a UV print for crisp, lasting detail. Gentle, protective cushioning prevents scratches and tangles so cherished jewelry arrives at your destination ready to wear.

Product features
- Compact 4"" x 4"" x 2"" travel size — fits in purses and carry-ons
- Plush protective lining to prevent scratches and damage
- Organized interior: 4 compartments, ring rolls, and necklace hooks
- Durable square zip-around PU leather exterior with secure zipper
- UV-printed decoration for crisp, long-lasting design

Care instructions
- Clean by wiping with a soft, damp cloth.",,,,,,2026-05-16T05:21:09,published,0,0,0,0,,,0,0,0,Imported from Etsy export,,original,Sleeping Moon Cat Jewelry Travel Case | Compact Pink Necklace Ring Organizer,sleeping-moon-cat-jewelry-travel-case-compact-pink-necklace-ring-organizer.png,
14,,performance_tee,corgi-illustration-t-shirt-small-chest-print-performance-tee,uploaded,2026-05-16T05:21:09,0,etsy,"Corgi Illustration T-Shirt | Small Chest Print, Performance Tee",performance_tee|cute_corgi_tee|dog_lover_tee|small_chest_print|minimalist_tee|casual_pet_shirt|funny_dog_shirt|cute_animal_tee|everyday_performance|lightweight_tee|running_dog_tee|gym_pet_shirt|gift_for_dog_mom,"Lightweight and cheerful, this performance tee blends sun-safe function with a playful, compact design. The small, centered illustration of a joyful corgi holding a bowl sits just below the collar — a subtle pop of personality that reads like a shared wink among dog lovers. The fabric breathes and moves with you, so the shirt becomes part of morning walks, weekend runs, or backyard hangouts without getting in the way. It wears like something you reached for on purpose: comfortable, easy to care for, and ready for sunny days out with your pup or pals. The removable tag and upgraded tear-away label keep the neckline soft and irritation-free, while UPF50 protection and moisture-wicking performance let you stay longer under the sun with less worry.

Product features
- UPF50-rated fabric for strong sun protection
- Dry Zone® moisture-wicking to keep you cool and dry
- 3.8 oz 100% polyester for light, breathable wear
- Removable/tear-away tag for comfortable, irritation-free neckline
- Durable construction suited for active outdoor use

Care instructions
- Machine wash: cold (max 30C or 90F), with similar colors, inside out.
- Non-chlorine: bleach as needed
- Tumble dry: low heat
- Do not iron
- Do not dryclean",,,,,,2026-05-16T05:21:09,published,0,0,0,0,,,0,0,0,Imported from Etsy export,,original,"Corgi Illustration T-Shirt | Small Chest Print, Performance Tee",corgi-illustration-t-shirt-small-chest-print-performance-tee.png,
15,,kiss_cut,ramen-sushi-hug-sticker-kawaii-food-art-kiss-cut,uploaded,2026-05-16T05:21:09,0,etsy,Ramen Sushi Hug Sticker | Kawaii Food Art (Kiss-Cut),kiss_cut|cute_sushi|ramen_sticker|food_sticker|kawaii_sticker|laptop_decal|cute_food|sushi_hug|anime_sticker|japanese_food|planner_sticker|bullet_journal|gift_for_foodie,"A playful, glossy kiss-cut sticker featuring an affectionate ramen bowl and sushi roll—smiling faces, warm steam, and tiny hearts create a cozy, kawaii scene. It clings smoothly to laptops, journals, water bottle sleeves, and any flat indoor surface, adding a little food-friendship charm to your daily gear. The bright, eco-solvent inks make the colors pop while the durable vinyl and permanent acrylic adhesive hold strong for long-term indoor display. Comes in white or transparent background options and multiple sizes to suit your placement.

Product features
- Glossy, scratch-resistant finish for a shiny, protected look
- Durable vinyl with permanent acrylic adhesive for long-lasting indoor use
- Printed with eco-solvent inks for vibrant, bright colors
- Available in white or transparent backgrounds and four sizes
- Quick, bubble-free application; requires PNG design file (kiss-cut)

Care instructions
- Use a soft, clean and dry cloth to gently brush any dust or dirt off from the center of the sticker outwards.",,,,,,2026-05-16T05:21:09,published,0,0,0,0,,,0,0,0,Imported from Etsy export,,original,Ramen Sushi Hug Sticker | Kawaii Food Art (Kiss-Cut),ramen-sushi-hug-sticker-kawaii-food-art-kiss-cut.png,
16,,fox_sticker,cozy-fox-illustration-sticker-woodland-vibe-laptop-decal-kiss-cut,uploaded,2026-05-16T05:21:09,0,etsy,Cozy Fox Illustration Sticker | Woodland Vibe Laptop Decal (Kiss-Cut),fox_sticker|cozy_sticker|kiss_cut|stay_cozy|cute_animal|laptop_decal|winter_gift|woodland_decor|nature_sticker|outdoor_lover|self_care_gift|small_gift|seasonal_sticker,"A small, glossy kiss-cut vinyl sticker featuring a curled-up fox and the phrase “Stay Cozy.” Soft cream and teal tones sit inside a decorative wreath of pine sprigs and stars, giving a warm, woodland vibe. The sticker’s scratch-resistant glossy finish makes the illustration pop on laptops, journals, water bottle sleeves, and window panes. Lightweight and easy to apply, it adds a gentle, comforting accent to everyday gear and indoor decor for anyone who loves snug, nature-inspired style.

Product features
- Glossy, scratch-resistant paper finish for bright, clear artwork
- Durable vinyl with permanent acrylic adhesive for long-lasting placement on smooth, flat surfaces
- Printed with eco-solvent inks for vibrant, fade-resistant colors
- Available in white or transparent options and four sizes with bubble-free application
- Requires transparent PNG design file; sourced blank product from Japan (age 18+)

Care instructions
- Use a soft, clean and dry cloth to gently brush any dust or dirt off from the center of the sticker outwards.",,,,,,2026-05-16T05:21:09,published,0,0,0,0,,,0,0,0,Imported from Etsy export,,original,Cozy Fox Illustration Sticker | Woodland Vibe Laptop Decal (Kiss-Cut),cozy-fox-illustration-sticker-woodland-vibe-laptop-decal-kiss-cut.png,
17,,vinyl_decals,monstera-plant-sticker-kiss-cut-vinyl-decal-potted-leaf-sticker,uploaded,2026-05-16T05:21:09,0,etsy,Monstera Plant Sticker Kiss-Cut Vinyl Decal | Potted Leaf Sticker,vinyl_decals|plant_sticker|kiss_cut|monstera_decal|laptop_sticker|waterproof_sticker|succulent_decal|plant_lover|cute_sticker|potted_plant|window_decal|greenery_decor|gift_for_plant,"A charming kiss-cut vinyl decal of a potted monstera leaf that brings a touch of calm, indoor-garden energy to everyday surfaces. The satin finish softens glare and gives the illustrated greens and warm terracotta tones a lively but gentle look. Weatherproof and UV-stable for up to three years, this removable sticker clings smoothly to laptops, water bottles, windows, and phone cases without leaving residue when peeled away. The 1/8"" white border frames the design for a clean, hand-cut appearance. Whether layered on a planner, brightening a storefront window, or tucked onto a travel mug, it adds a small, steady moment of greenery to daily routines.

Product features
- Satin finish for low-glare, soft sheen
- Water-, scratch-, and UV-resistant — lasts up to 3 years outdoors
- Removable adhesive peels off cleanly without residue
- 1/8"" (3.2mm) white kiss-cut border for a neat outline
- Available in four sizes; assembled in the USA

Care instructions
- Clean with water and rag. Can be used indoors as well as outdoors with 3 year durability. Apply to any hard smooth surface.",,,,,,2026-05-16T05:21:09,published,0,0,0,0,,,0,0,0,Imported from Etsy export,,original,Monstera Plant Sticker Kiss-Cut Vinyl Decal | Potted Leaf Sticker,monstera-plant-sticker-kiss-cut-vinyl-decal-potted-leaf-sticker.png,
18,,coffee_mug,but-first-coffee-mug-latte-illustration-ceramic-coffee-cup,uploaded,2026-05-16T05:21:09,0,etsy,"But First, Coffee Mug | Latte Illustration, Ceramic Coffee Cup",coffee_mug|but_first_coffee|cute_coffee_mug|coffee_lover|morning_mug|ceramic_coffee|gift_for_her|office_coffee_mug|coffee_tea_cup|11oz_mug|15oz_mug|funny_coffee_gift|breakfast_mug,"Morning calm in a cup. This glossy ceramic mug brings a soft, cozy vibe to the very start of the day — a warm latte illustrated with foam art, surrounded by tiny coffee beans and spice accents. Short, sweet text above the image captures the ritual: a quiet pause before the world wakes. It sits comfortably in hand thanks to a C-shaped handle and catches light with a shiny finish that makes the colors pop. Use it as your daily companion during slow mornings, work-from-home routines, or weekend journaling sessions.

Product features
- Microwave-safe for quick reheats
- Dishwasher-safe for easy cleanup
- Vibrant, crisp color printing
- Glossy white ceramic with C-handle
- Available in 11oz and 15oz; lead- and BPA-free

Care instructions
- Clean in dishwasher or wash by hand with warm water and dish soap",,,,,,2026-05-16T05:21:09,published,0,0,0,0,,,0,0,0,Imported from Etsy export,,original,"But First, Coffee Mug | Latte Illustration, Ceramic Coffee Cup",but-first-coffee-mug-latte-illustration-ceramic-coffee-cup.png,
19,,wander_shirt,wander-often-van-illustration-t-shirt-stay-curious-camper-tee,uploaded,2026-05-16T05:21:09,0,etsy,Wander Often Van Illustration T-shirt | Stay Curious Camper Tee,wander_shirt|van_life_tee|retro_camper|adventure_tee|travel_t_shirt|unisex_tee|road_trip_tee|outdoor_t_shirt|boho_camper|explore_shirt|stay_curious_tee|nature_t_shirt|vintage_van_tee,"This garment-dyed tee carries a lived-in, easygoing vibe — soft to the touch with a relaxed silhouette that moves with you. The front art features a vintage camper and the phrase “Wander Often / Stay Curious,” evoking open roads, pine-scented mornings, and spontaneous detours. Wear it on long drives, weekend camps, or while planning your next route; the heavier cotton and garment-dyed finish give it a faded, road-worn character that only gets better with time.

The cut sits relaxed over jeans or layered under a flannel. The thicker 6.1 oz cotton keeps the tee substantial enough for cool mornings yet breathable for sunny afternoons. Available in an easy size range and many washed colors, it’s made to feel like an old favorite from day one.

Product features
- 100% ring-spun US cotton — soft, durable heavyweight (6.1 oz/yd²)
- Garment-dyed after construction for vintage, lived-in color and texture
- Relaxed fit with pre-shrunk fabric and double-needle stitched seams for lasting wear
- Tubular knit (no side seams) and sewn-in label for clean finish and reduced fabric waste
- Sizes S–4XL and available in 58 colors to find a comfortable, worn-in look

Care instructions
- Machine wash: cold (max 30C or 90F)
- Do not bleach
- Tumble dry: low heat
- Iron, steam or dry: low heat
- Do not dryclean


EU representative: HONSON VENTURES LIMITED, gpsr@honsonventures.com, 3, Gnaftis House flat 102, Limassol, Mesa Geitonia, 4003, CY
Product information: Comfort Colors® 1717, 2 year warranty in EU and Northern Ireland as per Directive 1999/44/EC
Warnings, Hazard: Made in Honduras
Care instructions: Machine wash: cold (max 30C or 90F), Do not bleach, Tumble dry: low heat, Iron, steam or dry: low heat, Do not dryclean",,,,,,2026-05-16T05:21:09,published,0,0,0,0,,,0,0,0,Imported from Etsy export,,original,Wander Often Van Illustration T-shirt | Stay Curious Camper Tee,wander-often-van-illustration-t-shirt-stay-curious-camper-tee.png,
20,,fruit_shirt,avocado-strawberry-t-shirt-kawaii-fruit-graphic-tee-eat-more-fruit,uploaded,2026-05-16T05:21:09,0,etsy,"Avocado Strawberry T-Shirt | Kawaii Fruit Graphic Tee, Eat More Fruit",fruit_shirt|cute_fruit|avocado_tee|strawberry_tee|healthy_tee|eat_more_fruit|kawaii_shirt|vegan_shirt|plant_based|foodie_gift|cute_graphic|fruit_lovers|summer_tee,"Slip into a soft, breathable tee that celebrates playful healthy living. This lightweight cotton shirt carries a cheerful avocado-and-strawberry duo on the front and a retro-inspired fruit lineup with the banner ""Healthy & Cute — Eat More Fruit"" on the back. The art has a warm, hand-drawn feel that makes the shirt feel friendly and personal — like a small reminder to choose simple, joyful choices through the day. Wear it to weekend farmers’ markets, casual brunches, or while prepping smoothies at home. The classic crew neck and clean silhouette layer easily under cardigans or stand on its own with jeans and sneakers. The fabric is smooth and durable, so the colors stay bright after many washes and the collar keeps its shape. Lightweight and breathable, it moves with you and keeps the vibe upbeat and relaxed.

Product features
- 100% ring-spun cotton for a soft, lightweight feel (breathable year-round)
- Tubular knit without side seams for a cleaner look and reduced fabric waste
- Durable, bright prints: DTG prints across body with DTF for sleeve and inner neck details
- Ribbed collar and shoulder tape for shape retention and added durability
- Pearlized tear-away label; Oeko-Tex certified and ethically sourced cotton

Care instructions
- Do not dryclean
- Do not bleach
- Tumble dry: low heat
- Iron, steam or dry: low heat
- Machine wash: cold (max 30C or 90F), with similar colors 


EU representative: HONSON VENTURES LIMITED, gpsr@honsonventures.com, 3, Gnaftis House flat 102, Limassol, Mesa Geitonia, 4003, CY
Product information: Gildan 64000, 2 year warranty in EU and Northern Ireland as per Directive 1999/44/EC
Warnings, Hazard: For adults, Made in Bangladesh
Care instructions: Machine wash: cold (max 30C or 90F), with similar colors , Do not bleach, Tumble dry: low heat, Iron, steam or dry: low heat, Do not dryclean",,,,,,2026-05-16T05:21:09,published,0,0,0,0,,,0,0,0,Imported from Etsy export,,original,"Avocado Strawberry T-Shirt | Kawaii Fruit Graphic Tee, Eat More Fruit",avocado-strawberry-t-shirt-kawaii-fruit-graphic-tee-eat-more-fruit.png,
21,,space_corgi_shirt,astronaut-corgi-t-shirt-whimsical-space-dog-tee-garment-dyed-cotton,uploaded,2026-05-16T05:21:09,0,etsy,"Astronaut Corgi T-Shirt | Whimsical Space Dog Tee, Garment-Dyed Cotton",space_corgi_shirt|corgi_astronaut_tee|cute_dog_t-shirt|astronaut_dog_shirt|space_dog_apparel|pet_lover_gift|dog_mom_shirt|unisex_corgi_tee|funny_astronaut_tee|animal_space_shirt|science_nerd_gift|cute_space_tee|cosplay_casual_top,"Soft, heavyweight cotton meets whimsical space-adventure charm. This garment-dyed tee feels lived-in from day one — slightly faded, super soft, and built to last. A cheerful astronaut corgi floats across the back, with a tiny matching chest patch on the front. Wear it on weekend walks, casual meetups, or while sketching out your next creative project; the relaxed fit and sturdy construction move with you and hold up wash after wash. It’s for people who love playful design, tactile fabrics, and clothing that tells a lighthearted story without shouting for attention.

Product features
- 100% ring-spun US cotton — soft, pre-shrunk, and long-lasting
- Garment-dyed heavyweight fabric (6.1 oz) for a vintage, lived-in feel
- Tubular knit with no side seams and double-needle stitching for durability
- Relaxed fit with sizes S–4XL (select partners) and 58 color options
- Sewn-in label and made in Honduras

Care instructions
- Machine wash: cold (max 30C or 90F)
- Do not bleach
- Tumble dry: low heat
- Iron, steam or dry: low heat
- Do not dryclean


EU representative: HONSON VENTURES LIMITED, gpsr@honsonventures.com, 3, Gnaftis House flat 102, Limassol, Mesa Geitonia, 4003, CY
Product information: Comfort Colors® 1717, 2 year warranty in EU and Northern Ireland as per Directive 1999/44/EC
Warnings, Hazard: Made in Honduras
Care instructions: Machine wash: cold (max 30C or 90F), Do not bleach, Tumble dry: low heat, Iron, steam or dry: low heat, Do not dryclean",,,,,,2026-05-16T05:21:09,published,0,0,0,0,,,0,0,0,Imported from Etsy export,,original,"Astronaut Corgi T-Shirt | Whimsical Space Dog Tee, Garment-Dyed Cotton",astronaut-corgi-t-shirt-whimsical-space-dog-tee-garment-dyed-cotton.png,
